test_index	y_test	OCR_proba_0	OCR_proba_1	OCR_proba_2	gene_counts_proba_0	gene_counts_proba_1	gene_counts_proba_2	consensus_peak_proba_0	consensus_peak_proba_1	consensus_peak_proba_2
134	1	0.1842050082126929	0.5208078711739518	0.29498712061335536	0.18291594529851155	0.6652842335753869	0.15179982112610155	0.18534714615124548	0.6963315517395102	0.11832130210924437
135	0	0.2644196747331332	0.6602922301421047	0.07528809512476212	0.21991990405599618	0.6453831306268013	0.13469696531720246	0.3394693305201482	0.47918184581616935	0.18134882366368255
136	0	0.7057565425050312	0.2410475621674164	0.05319589532755231	0.21572487965964263	0.4991543414869848	0.2851207788533725	0.2610493123286834	0.5364914541068978	0.20245923356441872
137	1	0.3535859680696248	0.623057143806682	0.02335688812369313	0.08776534722540034	0.44742317590374786	0.4648114768708518	0.34958405297318346	0.6266427530380193	0.023773193988797212
138	0	0.48297751371493686	0.4864532707355506	0.030569215549512415	0.3486413888430862	0.6313661926534636	0.01999241850345017	0.4979552327836832	0.3693619479087416	0.13268281930757514
139	1	0.5362464750393158	0.4516610579232963	0.012092467037387799	0.2675545698663975	0.6759515469256527	0.05649388320794981	0.37729312091466677	0.6081975837881359	0.01450929529719735
140	2	0.26077561005210875	0.7164595193924108	0.022764870555480363	0.530445704409592	0.3809466871860702	0.08860760840433769	0.3429832200491563	0.40722935033222524	0.24978742961861844
141	0	0.8222056663589314	0.16834556751323007	0.009448766127838454	0.26390216232455804	0.6523386298910069	0.08375920778443506	0.6342445951832979	0.35305563197516654	0.012699772841535562
142	0	0.47103757925974893	0.273746011798986	0.2552164089412651	0.23423604266500594	0.6354061365583993	0.13035782077659472	0.35184741561202415	0.4366490909257676	0.21150349346220831
143	2	0.6465037720675058	0.24720587364968546	0.10629035428280881	0.18480138224685352	0.7496365000150353	0.06556211773811119	0.26525229466690037	0.709151740476336	0.025595964856763746
144	1	0.5574998728124432	0.3705505516247889	0.07194957556276803	0.2405503495761524	0.5663870384536924	0.1930626119701552	0.08005771888216205	0.9116942517432455	0.008248029374592509
145	0	0.6313095304700101	0.36642621033247424	0.0022642591975157215	0.5947137104180872	0.34779529893519223	0.057490990646720565	0.3446047973416151	0.6415665630854092	0.013828639572975672
146	0	0.4704049974503204	0.39106773965767516	0.13852726289200454	0.48881138258479195	0.4421258304668823	0.06906278694832575	0.21609548796921296	0.7211850958981443	0.06271941613264281
147	0	0.25011525241561267	0.6195898405983661	0.13029490698602117	0.6729437713142016	0.289494559061556	0.03756166962424246	0.35648328102342774	0.6068124279160904	0.03670429106048186
148	1	0.555209706479148	0.41175636372336794	0.03303392979748399	0.49519499542136464	0.3744119999188511	0.13039300465978423	0.4629724561374798	0.4552570788916876	0.08177046497083261
149	1	0.6033482526317134	0.3940000189801312	0.002651728388155422	0.1590323832355773	0.7975621242796523	0.043405492484770415	0.1260087056747974	0.8721329120802821	0.0018583822449205446
150	0	0.5263974607915903	0.3883799780923576	0.08522256111605213	0.24047890595131538	0.538397679558656	0.2211234144900286	0.2100118396761043	0.6267216491141295	0.16326651120976618
151	1	0.27757283071589234	0.6108040911058831	0.11162307817822463	0.1823032019393247	0.6706876963100927	0.1470091017505826	0.37946586834412027	0.3754686877095083	0.24506544394637134
152	1	0.43219484980032014	0.45301481167993335	0.11479033851974656	0.28321149465732054	0.6976176753769581	0.019170829965721344	0.3423636075294971	0.606505477437714	0.051130915032788986
153	0	0.5562611886143604	0.4175047917526327	0.0262340196330068	0.3885733362440437	0.5585306132610339	0.05289605049492239	0.4017507499373303	0.5604095148889631	0.037839735173706646
154	0	0.17193287411235106	0.4992592738914495	0.3288078519961994	0.07372963123923872	0.7829186587203391	0.1433517100404222	0.25820362092917515	0.4316837996893587	0.3101125793814661
155	0	0.14978874369598635	0.3221117493995487	0.5280995069044649	0.1703816382126365	0.48533797335090556	0.344280388436458	0.49648238368191033	0.3350668745565592	0.16845074176153052
156	1	0.7136354259284735	0.2681406171005091	0.01822395697101732	0.14389393988119745	0.6615658550027418	0.19454020511606065	0.15605904610410934	0.7092379399493566	0.13470301394653414
