	GSM4290167_bladder1	GSM4290168_bladder2	GSM4290169_bladder3	GSM4290170_bladder4	GSM4290171_bladder5	GSM4290172_bonemarrow1	GSM4290173_bonemarrow2	GSM4290174_bonemarrow3	GSM4290175_bonemarrow4	GSM4290176_bonemarrow5	GSM4290177_brain1	GSM4290178_brain2	GSM4290179_brain3	GSM4290180_brain4	GSM4290181_brain5	GSM4290182_breast1	GSM4290183_breast2	GSM4290184_breast3	GSM4290185_breast4	GSM4290186_breast5	GSM4290187_colonsigmoid1	GSM4290188_colonsigmoid2	GSM4290189_colonsigmoid3	GSM4290190_colonsigmoid4	GSM4290191_colonsigmoid5	GSM4290192_colonsigmoid6	GSM4290193_colontransverse1	GSM4290194_colontransverse2	GSM4290195_colontransverse3	GSM4290196_colontransverse4	GSM4290197_colontransverse5	GSM4290198_colontransverse6	GSM4290199_heart1	GSM4290200_heart2	GSM4290201_heart3	GSM4290202_heart4	GSM4290203_heart5	GSM4290204_hypothalamus1	GSM4290205_hypothalamus2	GSM4290206_hypothalamus3	GSM4290207_hypothalamus4	GSM4290208_kidney1	GSM4290209_kidney2	GSM4290210_kidney3	GSM4290211_kidney4	GSM4290212_kidney5	GSM4290213_liver1	GSM4290214_liver2	GSM4290215_liver3	GSM4290216_liver4	GSM4290217_liver5	GSM4290218_lung1	GSM4290219_lung2	GSM4290220_lung3	GSM4290221_lung4	GSM4290222_lung5	GSM4290223_lymphnodes1	GSM4290224_lymphnodes2	GSM4290225_lymphnodes3	GSM4290226_lymphnodes4	GSM4290227_lymphnodes5	GSM4290228_ovary1	GSM4290229_ovary2	GSM4290230_ovary3	GSM4290231_ovary4	GSM4290232_ovary5	GSM4290233_pancreas1	GSM4290234_pancreas2	GSM4290235_pancreas3	GSM4290236_pancreas4	GSM4290237_pancreas5	GSM4290238_placenta1	GSM4290239_placenta2	GSM4290240_placenta3	GSM4290241_placenta4	GSM4290242_placenta5	GSM4290243_prostate1	GSM4290244_prostate2	GSM4290245_prostate3	GSM4290246_prostate4	GSM4290247_prostate5	GSM4290248_skin1	GSM4290249_skin2	GSM4290250_skin3	GSM4290251_skin4	GSM4290252_skin5	GSM4290253_stomach1	GSM4290254_stomach2	GSM4290255_stomach3	GSM4290256_stomach4	GSM4290257_stomach5	GSM4290258_testis1	GSM4290259_testis2	GSM4290260_testis3	GSM4290261_testis4	GSM4290262_testis5
EPI-538_XH-MZH	28.58232382600337	29.905176205349058	26.68548338605956	28.273370013166513	32.691151488740125	91.38493096253023	78.68994725405987	79.21376968811138	71.17379496171603	73.1857309337306	29.41068327213338	30.134622876797547	29.31468603357215	29.926813257162696	24.333940520788673	35.85581994778078	32.72085718791744	32.94117795378036	32.42147016144102	29.942034259127247	42.73703697654504	45.29212230634032	42.78027079476521	43.41265698459087	40.81536170447472	40.16757076278699	45.69102741020746	46.28969842642069	46.407567654226234	45.31633413886391	39.12300790897095	41.744448900402865	27.769979788595325	30.184790384454587	26.94959647375846	30.950319338259693	33.07471391374432	30.639845673291852	25.31159418212503	24.46497014234125	27.51669958441207	30.205412971275408	31.002752079388173	31.067107894084412	28.046501923780134	29.89481766834731	40.78224207483114	38.12506450213936	34.571392726947245	30.844161025242503	29.894421226071522	36.487730503212255	40.05972499204106	39.1478609790446	37.09943020020129	40.18393309184204	40.648364138404055	46.54660626743759	41.94184759190467	41.58765897049059	50.55084268409071	30.520676923391065	29.58957169108541	22.61622717806132	25.964766913621972	27.09186857225123	31.63468416616938	29.735763303993707	31.21287863188751	30.513830922823495	29.618031108361286	31.742163439954034	28.539463294486733	30.813173557310293	34.978887746215705	26.08571791405309	32.908396705318594	30.857911718267314	33.96844273272628	22.132523438512923	28.26200000296444	29.582116996860204	29.828095061206287	36.771940624223696	29.912215062407267	35.027734624661186	44.76619439083304	38.17478172904537	40.71137787569173	40.96732621336105	43.775461556247144	30.155636769303364	27.537592294190063	29.273081003959998	33.13895578456125	25.70931041471777
EPI-538_XH-QJ	27.38340649799426	28.932323343355122	25.821905106940513	27.266603812988567	31.24777230352894	78.70604413321932	66.74992946859744	67.7522247851341	62.45914013807195	64.47030131193233	28.21719974471984	28.890725737820585	28.336156752992935	28.403129289345333	23.69226873815447	34.31607172606377	31.414325861377712	31.58948317163109	31.121138499792195	28.669995442089114	40.02978576316518	42.58222030733879	40.29304574855793	40.567445422420334	38.21545831820587	37.879355301423146	43.214900546967606	43.77428093487962	43.7661843299092	42.15785946510845	36.90215758524831	39.01262727883923	26.766538364479675	29.144552155614765	26.111864880103806	29.745751874425732	31.945457758607027	29.370758731156837	24.494908912526988	23.856482186699736	26.3175531447896	28.721635368704632	29.216881980634714	29.485849809185982	26.694603629582893	28.283965858476776	36.818694637358085	34.17894345636722	31.277772502546785	28.115494490817778	27.182275263400495	34.858623219078055	37.53544405900663	37.036429433877856	34.70892859053072	38.01258892001343	38.02563760898112	43.347450187989686	39.101718383424746	38.87112971755583	46.57729333568564	29.4498575400926	28.909573987099858	22.155144309652016	25.317067572941408	26.256397187843355	30.089463969971273	28.128917105234745	29.62903359242136	29.21597173554089	28.164405018025725	30.44805292220046	27.32141033050161	29.625012229847105	33.469726984056194	24.88181692408454	31.245994521239332	29.573584128509644	32.186306258440005	21.30298650559426	27.151044059498364	28.18603867527248	28.480175155800314	34.58506342342651	28.551954743508063	33.0608855486044	43.21496048813063	36.383232821403524	39.051710868048694	39.0438718147563	41.55131596985638	28.759437906590442	26.431700371875234	28.000134298404557	31.663197763786656	24.794476547856245
EPI-538_XH-RWA	27.20892133904436	29.02768265334294	25.960049335780923	27.24889773923429	31.033913442307203	65.52370491032514	54.811561540504826	58.13902147517147	53.513401564552176	55.17369287327599	28.14384984543994	28.71366489417038	28.254252363037725	28.41072465183401	23.778607546999247	33.83527602841599	31.143461927988767	31.41855145932293	31.16996931018375	28.36721871074621	38.48516594996618	40.76179875942909	37.99571363252516	38.45414178322819	36.86868472587824	36.280864505206075	41.20450446295768	41.729554636186705	41.797054553607765	40.1585477909073	35.52069881737091	37.4330496091194	26.947743577205816	29.149547057318596	26.301654075404915	29.713302577860002	31.949716994708144	29.301926897007142	24.624418366801468	23.769907029153977	26.357094650972485	28.620648297169744	29.113203142134168	29.16648330483755	26.526041686030286	28.06078121841241	34.827511866456625	32.17268019289453	30.27240223670601	27.395664869788302	26.5320751053827	34.536578014852374	36.1079907692866	36.01530741507483	33.81874125939017	37.36685531340225	37.04882261342453	42.05365147895101	38.14434008345538	38.003002894522346	44.66470121859198	29.474743357036544	29.00400937591654	22.428309463810834	25.602369008732428	26.39503300765794	30.08482366908179	28.121109710703678	29.383539768543333	29.0276172424432	28.149661523386534	29.800928878880292	26.667523808951547	29.019925571702387	32.89105175404643	24.675449475073815	30.881205914768227	29.139836617011053	31.80216546712685	21.370048856361166	26.964413256535444	28.08141453876005	28.424799477500958	34.13105785070749	28.490381285089388	32.51987764730763	42.288623212171885	35.90856242816344	38.41715638806677	37.97595641778942	40.38450914314126	28.669827816052337	26.532411226674274	27.86204521307417	31.38545590840218	24.96718242467522
EPI-538_XH-RXJ	29.19196018077336	31.16115428116327	27.988505834244105	29.409673156836654	32.50688316177549	69.67926753917878	60.18267220798762	59.98888559009143	57.41385077913777	57.8753484069393	28.58695077152463	29.332483600261	29.25295750507219	28.4657910298769	25.164307031774875	35.043756014453685	32.67382890064015	32.203660670188896	32.41361347300735	29.863302039558146	41.87006327474734	44.92154107083017	41.43687139855026	41.98017795879681	40.82021057429408	40.4518127634627	45.5914451489249	45.890112294338486	45.09520171285247	44.203276859259724	39.23462404125447	41.196354480066354	28.50547629544344	30.754708668861692	28.099489581772396	31.43627008856517	33.607397720554594	29.721729385493045	25.953407962032145	25.50828285252835	27.114917669892762	31.247018809612968	31.144499833406385	31.492054592385298	29.218621816124816	30.5200484526401	41.83302481324925	38.38899456743949	36.82115266359122	34.04766519500178	32.30416047099332	36.330032067121564	38.303604860805265	38.016324257453995	35.645513408164746	39.46606659798654	38.492536291067786	42.51878060168354	39.09849633395211	38.99953432803667	44.71954104591029	31.19323207874784	30.84066367398482	24.419203352383096	27.456188652056127	28.364938313257582	33.53937300460617	31.311942619729734	32.76727735592365	33.03706909123592	31.80398616668418	32.12501765180778	29.703354963006106	31.29868720359763	34.62174514876256	26.81618235213002	32.93283343000329	31.148211711402485	33.730295695580914	23.68093335919033	29.59967112765412	29.74273139392811	29.998719613123587	34.91810915097413	30.10508821965761	34.000923709955075	46.52064670873664	39.86725662318471	42.1229545511612	41.9053219593975	43.51764891237848	29.69310139786831	27.073872616670393	28.8315569481193	32.48045395606794	26.354939860770013
EPI-538_XH-SLX	24.774329842995574	26.378022557946046	23.876264406234984	24.895893188657983	27.63907214844764	57.60681200213863	50.217121229869676	49.94176353712289	48.3801922438138	49.44074679225336	24.551768332878726	24.96259813239561	25.14440752742176	24.65319032350819	21.771422227273582	29.84082537235824	28.058501289240116	27.73485224072354	27.88388450986248	25.437182043782304	34.55928503502061	36.56316037832626	34.16434451194538	34.53660999138023	33.420532175584846	32.835204840142836	37.26074284819457	37.75222925000873	37.010345966614246	35.794804397647404	32.106248997665624	33.433413621322806	24.260147193415705	26.297957674601534	23.961303025875882	26.499582834998144	28.812126282579925	25.502911550734616	22.302860219670293	21.785551078060738	23.344568035852756	26.028968000139272	25.88391473775739	26.157447777192832	24.329569287371143	25.567859780111743	32.04634760170838	29.436238613081343	27.94457291598772	25.668333430792792	24.681376850585753	30.89701512052318	32.27017651512527	32.040235460066974	30.12176375920684	33.39002497384822	32.652030979289634	36.10070805522066	32.969728630401285	33.11279047848615	37.933856366415064	26.539584310230786	26.33528573192144	21.078662039276715	23.625895891842887	24.34065715113864	27.50223842959019	25.8028058931902	26.988680642197174	27.014561804086743	26.11784299992793	26.990602875698738	24.794267331429346	26.50875344579631	29.475958983014944	22.78533809708039	27.652856118562287	26.180599986270337	28.163629799671252	19.996930624817043	24.83671899181731	25.412834939639076	25.656296657346967	29.790977252164502	25.81033949495511	28.667820526576875	38.514687893206464	32.99749296922133	34.980190983158245	34.609710106220376	36.11218533046057	25.392553573331252	23.420494000395777	24.500974926993294	27.55092742921575	22.65848070017591
EPI-538_XH-WFH	24.200425237099925	25.61568493552409	23.2612851051316	24.216026096099686	27.3253452341082	51.718291340826866	44.19472936564634	45.476206788925175	43.84690736832752	44.433147916766785	24.986239859048133	25.126245275769286	25.294645638615254	24.965956500273975	21.236714026117983	29.569175803187242	27.894899853499762	27.946441957127135	27.97398779746889	24.960338644392067	32.13269197501009	33.55063840845832	31.06201530760421	32.196650995394776	30.88699769496851	30.30289150900441	34.21676904466404	34.89252956253675	34.461513677997516	33.351201240290436	30.058200523281286	31.192593251310633	23.95273044298845	25.87359082584406	23.462272149989357	26.034476250889398	28.172333161357948	25.519402510999647	22.032458644241746	20.900514988837035	23.446102581390157	25.722216558295077	26.044107386683496	25.921205302045376	23.676746208789833	25.305372677948174	31.148509321971073	29.186689352621283	28.060678430209872	25.451362166800216	24.79105071548375	29.750222165095817	30.936333480140604	30.71697088247311	29.23518512146024	31.84479426330033	30.885760009880567	34.89177767739951	32.34314740962259	31.86552523396896	36.25635281139138	26.12627920391639	26.08909322369078	20.462688258153563	23.207038451502402	23.835755039368667	27.12255869903287	25.666000646677347	26.426504099994943	26.237700280308296	25.40376297285764	26.286112606599552	23.290344794264037	25.67889452320192	28.60170492871327	22.049830332970835	27.21017545215871	25.77782659435711	27.807675085752344	19.43621854748083	23.94377824393948	25.005526228499626	25.434864217852976	29.930250920048053	25.38308810848331	28.212185818097563	36.05715630826653	31.281632183537535	33.0145731918336	32.391020339866586	34.34432720107545	25.519480742668787	23.704797370402638	24.454223197450062	27.515231181736798	22.545841420034296
EPI-538_XH-WJQ	19.56767219810736	21.56791374632974	19.2399439944904	20.08687741739093	21.966011908845015	40.87326106086989	35.25621460024781	35.18548123111121	34.16513296483742	35.025409678504495	19.606371798820923	20.12561781267857	20.29007124240793	19.616651204678746	17.615969366507912	23.663081453281926	22.18604580460174	21.825048503317937	22.035027503879363	20.194985476472844	28.56413355461551	30.753968253968253	28.225536205507343	28.722985943933708	27.990101032263773	28.023836453349556	31.8825405690024	32.091172489026576	30.68550886999058	30.387395161879976	27.457090528331495	28.620286483140386	19.48229951662456	21.203457630796247	19.34275167429004	21.36752377502497	22.96265899780733	20.493961619799478	18.05046450555634	17.775910872721695	18.507770576159956	21.500738548262024	20.999976080592905	21.68767495208597	19.979158812257722	20.535732566906557	26.811125717945412	24.582294014709028	24.329960433346812	22.90948241237209	21.523335268376318	24.49094829592169	25.28579994292661	25.08040016342517	23.40714529024914	26.310182090817904	25.34173161404701	27.09630478219113	25.69928139704628	25.397184031064064	28.563897963911995	21.151121265577792	21.36685199906587	16.824044162481716	19.005670261739173	19.531971173913213	22.79027067081324	20.98318167645299	22.299274013497197	23.02539635219684	21.52323394327755	22.528349680300227	21.186697031014422	21.79652131416712	23.536145569723033	18.452348633769795	22.551807324884727	21.25747236905334	22.67207051717739	16.646778880202163	20.399275207418935	19.91031034594267	20.032994909232375	23.075121233075592	20.150484392126007	22.490626832063622	32.71082640462028	27.660137262542342	29.176678526239716	28.580714292609624	29.176820597184115	19.88386532266261	18.67616143548466	19.858835047984606	21.99139344685784	18.066325974156836
EPI-538_XH-WR	27.615955748864966	29.81458150550138	26.632226613126935	27.94445229778986	31.698271374789673	61.8414291390756	50.76446141231091	55.588797283820924	50.402586445421804	51.58074631169206	29.126475861880078	29.795107218687132	29.37317201290967	29.454001942242694	24.29356862542034	34.76753888615503	31.884703740791483	32.04565126925989	32.180299662052995	28.94196391360063	39.30547440060985	41.28881913242103	38.55645628515811	39.30452864271217	37.90725203031271	37.45528240183682	42.041704949669146	42.62869940031693	42.39728093576454	41.41970223156342	36.526917054873316	38.899478998883396	27.565597164939096	30.059418351688432	26.73311165538203	30.497381240363094	32.26420223076443	30.154796342018212	25.167582367085444	24.14513442998619	27.370094423776376	30.235863271471043	30.74587112290836	30.949122480087812	27.635210781511773	29.452370789625686	39.28588704060303	37.107975030411176	35.511221021507026	32.341484532426385	31.408254854804273	34.571326630337225	36.102629829588096	36.16124312689873	34.11890722062173	37.32054599979139	36.3343102482537	40.973416958617946	38.31038303294524	37.256384270665095	42.863914330837204	30.34893743942628	30.025028130108534	22.99498236727785	26.371386819184917	27.194807372748336	32.2445228208451	30.194219137809025	31.282665320837026	31.137671214334986	30.074873239454046	30.650072832407872	27.24864652321935	29.722920445131024	33.24807316296973	24.999721708360813	32.08506705824952	30.27775108121096	32.93804750822417	22.227738696928505	27.796776326655976	28.310637439410083	28.861761365401193	34.997567510805894	28.779206415042168	33.09245341407242	43.698733215429016	37.50417548773015	39.588284677788245	39.09254140535253	41.090936248662345	29.60864695637486	27.400580557118957	28.58498218921562	32.50237270451993	25.64566979789262
EPI-538_XH-WSP	27.783118828127506	29.76874729809696	26.67896524212378	28.03298266656124	31.639930946453237	66.2112710924709	56.3009702811192	58.481588903860356	54.023290326994086	55.0783314911817	28.917306711759657	29.60493075698876	29.150997348075165	29.178127526136183	24.619396150539778	34.24467356496307	31.666853513060563	31.74843810753906	31.64226568197498	28.945387053581896	39.81345899174392	42.09537829206075	39.23411340852597	40.006816831564166	38.46153846153847	38.1099819863316	43.13457592399923	43.584667439503725	43.17912420387715	42.29571091061591	37.321375349756444	39.38182977031592	27.684785244782606	30.138537594677114	27.120302469751827	30.51371855981459	32.534838282042	30.199967233178953	25.503666146211792	24.52384945564844	27.143065860734815	30.332353463230202	30.75176675141773	31.015313836673776	28.054630705357063	29.37258914500514	38.31265004754413	36.53838236811815	34.86233735015444	32.13809087682627	31.043425321805362	34.818201360248736	36.665837782913286	36.46352834034433	34.23296770825157	37.52915430970197	36.738256299047784	40.557435466500955	38.23155022251474	37.440124371851866	43.0934763986813	30.10162893624345	29.652633457805624	22.9691353052057	26.172971880314464	27.129610733300442	31.862986969931985	29.78084924898843	31.111704112204915	31.14391834980506	29.75000085058623	31.015318226756307	28.10658449075665	30.148439270138002	33.47021173817558	25.56225702016217	32.04899939248892	30.148692249605272	32.657368186627615	22.591114827255574	28.03670259717771	28.451583724877754	28.971950532372496	34.41920517418661	28.86700560575028	32.97520134233406	43.72159528713915	37.560270024880694	39.93326397357196	39.07846342460156	41.01216016303581	29.438756044998506	27.448446322238755	28.77036452991407	32.21555022477676	25.82079678513429
EPI-538_XH-WTL	30.771625652525437	33.189603164345364	29.460242101045377	31.037824499127183	35.42701494725487	78.94736842105263	65.4927381527867	70.42881829462321	63.568013025318834	65.4366800422894	32.82567449078098	33.46330712097578	32.795142229014765	33.14263548227839	27.26013499133101	38.79828961738519	35.62378510257867	35.91173367935711	35.75330276783177	32.391804386719656	45.233294590064105	47.61391846699903	44.068564007321676	44.836121308694295	43.07160144229633	42.39085511309598	48.242411096859335	48.83307175381848	48.80305178327258	47.065091496568385	41.42344746620624	43.80222511109812	30.72046419999549	33.664938197581726	29.98048821080616	34.09902781682147	36.44963484731022	33.997907082042886	28.210885910433756	27.19742161947859	30.41964931375381	32.83750094514777	33.45465975317193	33.68343218573277	30.26238257612683	32.01252218804416	40.38099967579816	37.58733519174688	35.04407561401117	31.61327033250914	30.74018287120521	39.52309298135586	41.51738511506226	41.35929343720114	38.62822738016206	42.85530243804831	42.292477025662045	47.71550919352031	43.85381174896712	43.23918527767251	51.38151727773397	33.70542339434522	33.35000302727933	25.345820527669687	29.174004783874846	30.095562036244747	34.850206446986576	32.35328024164379	33.75745016049321	33.67541885867791	32.37795144400158	34.48274201754815	30.784111512345522	33.58161514252624	38.020477468264964	28.175108823389763	35.50726587238696	33.35121850758564	36.56341842096868	24.296446222169735	30.756382551128365	31.667498772531033	32.165890353064924	39.11758685256575	32.146419403621145	37.178081637921245	49.58698679588347	41.87717919376191	44.59021153999412	44.77079438425326	47.291228027098974	33.109332657697806	30.432828590446377	32.18035264883747	36.4681005494404	28.434558422893282
EPI-538_XH-WXC	26.11829756961138	27.47207099618066	24.515396209674037	25.87751330363442	29.85979130603203	78.45223755463603	65.87756738429964	68.54850374159759	60.75010772546123	63.52194363016003	26.997265230609457	27.828062593690973	27.117078362325326	27.325401604791587	22.730364448508936	32.58809198871765	29.783441862586194	29.94383207046631	29.366610685275283	27.231934335959625	38.51983156510919	40.60151275791087	38.776136341634505	38.68251422605781	36.631393159093236	35.733126128548506	40.783877099779396	41.39195753143892	41.898512174333625	40.356476386652815	35.189913534543514	37.24308506570732	25.694828929988134	28.077041763472025	24.937778863677863	28.5474939960351	30.493407365839126	28.135729206960473	23.454954739987006	22.733672145827853	25.30488846949574	27.26092033526937	28.056790736518973	28.1934431983084	25.448064426832364	27.013578490743093	34.77320458550473	32.69983538208106	29.727005888428682	26.613302518473255	25.88103921451398	33.46681706671158	36.09541317999396	35.576929660984064	33.60737493203091	36.73223017142669	36.62748964541631	41.65591034458822	37.619575626011994	37.08282458616606	45.13317788297011	28.07420968844051	27.354653242845202	21.110683677288325	24.061051503500742	25.004336630081145	28.665200950292373	26.848926423465624	28.111200073259845	27.573445321409412	26.85048127199861	28.31628545296379	25.474822940716347	27.90245258690517	31.984682739335835	23.717762753310705	29.780495945677163	27.972815267385187	30.850927549797795	20.274652861590344	25.77232189147741	26.880024979012592	27.239703742932047	32.95882550501104	27.19346181091532	31.734102158588872	40.8528286592157	34.64414415695599	37.18898642681144	37.403585943256886	39.813126755837104	27.83780426308344	25.30042995664454	26.94957419824394	30.394102228416532	23.75432139387708
EPI-538_XH-WZY	23.100868530448356	24.112014239607813	21.720931478138194	22.84406491542639	25.992258040218914	71.02735494017861	61.88285022759783	59.860993750047584	56.345881831339895	57.50967129607382	22.85834239732984	23.277539295434963	23.090672963456953	23.139814347639742	19.5124610926829	28.131596667220382	26.26667604065524	26.035620824084166	25.82752062703932	23.907894257152094	33.09799602745384	35.27104149142064	33.10168878112568	33.33636685199748	31.7067597488043	31.185792965131725	35.54047828878653	36.01015526124273	35.9744714038598	34.4563413760648	30.572542957273008	32.15141246769478	22.28985656062252	24.026476175767396	21.73263561819711	24.56197674805093	26.735993065684333	23.56128022909529	20.186105760320835	19.722210682287123	21.625350260672352	23.9038068592706	24.31685667996608	24.327360898999956	22.390445291504093	23.718369068632846	30.783513875573433	28.699433847451807	26.0474868829818	23.381020310208864	22.58928037615693	29.500599457939327	31.8724360274942	31.08673174762223	29.316638486637718	32.20214058670871	32.53197131818163	36.778134675148095	32.65181974910116	33.044483166516805	39.436212565972525	24.314263565778408	23.69117347568623	18.587244580170243	21.0464460613689	21.88983366862296	24.814060565413445	23.442651627514696	24.58163311422614	24.104001236529783	23.438135523233736	25.045516385795707	22.787253855226528	24.522258252291138	27.751203826261214	21.080330415095265	25.991511292762652	24.48493169492689	26.614408216427215	17.93517279533186	22.711022501578405	23.86186385344897	24.02967124415516	28.661871005112804	24.109771793369738	27.511939028922697	34.81583048874593	29.866153693975384	32.0164804033201	31.709646071519362	33.618461840659506	23.640123912342183	21.727523650185425	22.81737113761218	25.850971924275107	20.567448331774216
EPI-538_XH-XAN	24.654906723294655	26.35815883116463	23.653081136744092	24.818493999803792	28.252403222140178	62.84833392624215	53.9684844245215	54.58850039204939	51.09959897683732	51.98922341294632	25.826668372536446	26.075041008662566	25.820298886172353	25.859225381531335	21.619698500930088	30.527401628599264	28.318534465559143	28.557887910190146	28.231567835990536	25.80585421976456	34.872942187420314	36.56700724236269	34.51061985520478	34.990779247985	33.554179149980996	32.81230382587039	37.33245221191713	37.90264380162903	37.5408686398754	36.59303878143048	32.41146056281777	33.972511542335624	24.460666915250254	26.671576322048086	23.960781626987693	26.9065510960933	29.0115423203634	26.621787354803367	22.442740548212846	21.62040178463814	24.10540693236325	26.239678938201887	26.624658348327884	26.750362965872608	24.32200763009028	25.699887811474955	32.09610822658058	29.897834250791085	28.02518409396213	25.19046652824719	24.592596306960818	31.53782568516602	33.121225692262264	32.8522257549855	30.911165439130944	33.798441381425576	33.01385872200463	36.88504343865198	34.215158153224344	33.61015309376295	39.39285084204642	26.836846760978748	26.412658273633024	20.476856277363485	23.299988090653656	24.095426065306583	27.254343244294212	25.597492518089418	26.82570121869994	26.46427649472288	25.507586043498673	27.218279383286934	24.4329176549937	26.595482070540715	29.966530151827413	22.69237733074927	28.140885706736512	26.457060479165236	28.821867535225422	19.62098307031981	24.640937092852756	25.548928054711883	25.83640815922672	30.94090808794534	25.842437510778918	29.381285387499435	37.857615017389286	32.58112929206166	34.60082292845937	34.00797698612153	36.21449193517035	26.052476651047506	24.324161096248098	25.461100214408123	28.376951120877827	22.82000335266148
EPI-538_XH-XGX	23.385697430286847	25.121641839021404	22.69405499797634	23.76322353895045	26.231420170791186	49.27280254472301	43.18212940491294	43.24114463196839	41.535834789458725	41.649646787447736	24.09009543741115	24.62874603662417	24.504784681525226	24.137519463116377	21.07873704424189	28.043130258853193	26.38866456765328	26.31287269180466	26.500908442031612	24.035235064455158	32.12669215700457	34.14861205145566	32.10903279711542	32.77101627454145	31.818586809013325	31.56244729398921	35.196121308931545	35.62849732824253	34.57807376898409	34.472175663724435	31.068003861392363	32.46594392481972	23.48138618616476	25.337138382852622	23.100786300807325	25.491513889256634	27.007257528845674	24.70059048392723	21.732968031232016	20.89918148522555	22.87593416808357	26.123852163407104	26.035516613712694	26.430453167215664	24.039201647785944	25.194290270098914	32.62642513987598	32.063273285483795	31.32225389579843	29.40217573871791	28.305693076467627	28.492269097887824	29.644553202790327	29.424947674272634	27.868908026133642	30.196990587091012	29.018614943185998	31.718715443072227	30.447937909817846	29.71647211124108	32.85458305789428	25.176333788631357	25.113758866586622	19.91123640235126	22.39841552849713	23.13526300925501	27.379012661525007	25.687172049865197	26.405578879506216	26.94235029193267	25.575220536388958	26.367622172004992	24.044569642824364	25.517589002560403	27.60601996750693	21.92456501880911	26.65600222938119	25.437221116221597	27.117369357953226	19.804596688129127	23.934562703599802	23.937930913637935	24.331918442588563	28.15573011451161	24.247228838043277	27.02613601551335	36.356056727291616	31.62183370039702	32.941155920816335	31.955005164607794	33.527920495491344	24.420099960669763	23.096356033913377	24.123711935698502	26.626895619475498	22.0799506001241
EPI-538_XH-XJF	24.258342887426977	25.636622377266665	23.152800957611348	24.294059704534654	27.43639380159009	58.808232486825986	50.80117073878964	51.016664002253336	48.13476860711978	49.200466144456726	24.37073853030814	24.795970166738254	24.636648347464842	24.562317236590115	20.952794283690675	29.594657975162576	27.60693472473726	27.476826250908633	27.306268732359122	25.021441693057646	34.0289677879771	36.07247149901178	33.93200492679069	34.46706800690955	32.90049088745834	32.69267970425899	36.959462164568684	37.185211970567366	36.843057065264745	36.07237014603405	31.854574934936394	33.559710631059446	23.94177384873059	25.667301385475845	23.43093607680915	26.26443810606526	28.45888898035773	25.303944530145653	21.778498698750383	20.950777817269998	23.075317186548116	25.909800686082523	26.155197872452963	26.238851374416885	24.034727667228097	25.30866749513014	33.01251201864331	30.539894890415447	28.96410460498616	26.555475971176303	25.56127496832251	30.580820448496482	32.22419614771121	31.812273321753576	29.92380115016791	32.91798735972137	32.21211199632836	36.05738720555439	33.21138234084901	32.93528998752734	38.046086710694404	25.82792287110496	25.501801034621856	19.929281480872003	22.656794387777552	23.392021257575003	26.942721260115984	25.327961564548406	26.53544468088985	26.32885471937162	25.298084077716567	26.66910438734006	24.13272579395479	25.985465282406526	28.943577771405955	22.223166268236337	27.381350009204894	25.910619894281595	28.007171753297225	19.37933727966864	24.17655119293881	25.115054621411073	25.349622215597755	29.90041711208148	25.43417127398621	28.654446948102738	37.14663281198401	31.87165190669282	33.943342609200684	33.48870061042125	35.11623053361079	25.01398162919492	23.340664184071812	24.34429345501058	27.31263932104485	22.159847244073063
EPI-538_XH-XQP	20.914934860582477	22.369576179204103	20.24833623112833	21.167293963445783	23.286657628103473	50.45549959328536	44.10398721030567	42.20430721447005	41.84496513644402	42.01457302128887	20.745827778938786	21.087827245848388	21.20254859560392	20.64365271832598	18.43371966019151	25.06027375064637	23.5864436924141	23.28957712629017	23.503134271700397	21.486536191404188	29.141449376035595	31.37459565184684	29.011171661719523	29.32053188457061	28.381950324540917	28.25688795153391	31.8561880113093	32.063216653169874	31.174209317914357	30.588118043683075	27.625829263646626	28.765960568343463	20.59144398149712	22.230309523069803	20.31562985976351	22.559697410309525	24.138836573599566	21.365114520756563	18.978278330319597	18.579398087242936	19.79052384453352	22.54684126637531	22.27848523448262	22.55151290260598	20.995697606048623	21.86558353997198	28.471286667044712	26.732647303147928	25.675931081800194	23.92039215595057	22.751412549235916	25.85438823156584	27.22790344370271	26.954026399099792	25.278768342634095	27.92177505763057	27.153118635882432	29.594220441310256	27.416204159365147	27.551655762674127	31.08780536537566	22.32877646374182	22.365932806979885	17.812837881530758	19.994240571132423	20.60957494455962	23.78164517640207	22.254098899713032	23.280494275280336	23.486005039490294	22.532183863131706	23.30643930381614	21.57224643521136	22.738245580607174	24.777964435044524	19.54397882530032	23.586608627879084	22.27533466053408	23.875464120895657	17.32182894567759	21.2654715550103	21.468842160747933	21.651328025419964	24.91758041318938	21.756810494853912	24.173987145813992	32.67865015554676	28.210495777740483	29.646385304755363	28.92904375919091	30.226486361506527	21.285465341517558	19.84357210961453	20.78646878590993	23.26518585689625	19.110516312173825
