	bladder	bonemarrow	brain	breast	colonsigmoid	colontransverse	heart	hypothalamus	kidney	liver	lung	lymphnodes	ovary	pancreas	placenta	prostate	skin	stomach	testis
EPI-542_XH-XHA	0.04589853803795433	0.08181196408191402	0.044702001995051484	0.05025198316957949	0.06118007765326328	0.0640635585987538	0.04691120647131843	0.04245694963058569	0.047575667518626207	0.05435701502797751	0.056016477562415574	0.060717216407439954	0.04380597538135787	0.049154714021265394	0.047586305185394744	0.04609431288979517	0.048887141577274695	0.06320091846832385	0.045327976321708256
EPI-542_XH-YHF	0.045710047530390305	0.08787344953933383	0.044521829951141324	0.05006882018037385	0.061803101844141686	0.06469078915184996	0.046880982882558514	0.042342797611462736	0.046471613735939436	0.05041755177846364	0.05636008720402678	0.061124875085049726	0.04367615170136503	0.04800161010392833	0.04767465105218011	0.04567139694822458	0.04831952939507864	0.06351847985598341	0.04487223444850796
EPI-542_XH-ZGL	0.04548459445266827	0.09141694153326929	0.044592899009302064	0.05051378769406607	0.06129904396512147	0.06384988614163396	0.046586708209111025	0.042339523751402694	0.04592789779088638	0.0488396523103925	0.05685727699997336	0.06327965643084824	0.043232738538028316	0.047017622005965216	0.0469288983888138	0.04533736754864209	0.04887225486332366	0.06272468205199325	0.04489856831455838
EPI-542_XH-ZHB	0.045503685403563844	0.09168593320751088	0.04409110839644848	0.049870385603600985	0.06167202788120535	0.06438404223950832	0.04667788445200702	0.04205210452457355	0.04589604978149103	0.04911772167100191	0.056842156350423265	0.06254645156542729	0.043234392923286805	0.04744508458315652	0.047353182080995156	0.0452910845448965	0.04838633391076195	0.06338059097932786	0.04456977990081318
EPI-542_XH-ZRP	0.04576628982452209	0.08852951521553802	0.04532594148427046	0.05052446208405859	0.06073188185226863	0.06360418213534146	0.04710357693004566	0.04289926184923697	0.04632264906462414	0.049108908997230534	0.056508600535538536	0.06201410417401152	0.04383939426538012	0.0476424105608081	0.04747656012997371	0.045691264725466404	0.048684049013509256	0.06274057376153609	0.0454863733966398
EPI-542_XH-ZYJ	0.045969043803481546	0.08579673260093502	0.04484908924709638	0.05046885885407212	0.06182376681372676	0.06453842221104474	0.04704314053268965	0.04256573149542698	0.04634717901930021	0.049149881712884765	0.05670995030213243	0.062249429380801295	0.04383152937356771	0.04797664295971552	0.04766525132493321	0.04571359827827844	0.0485893167471042	0.06364594026861127	0.04506649507419784
EPI-542_XH-ZYN	0.045988499649495786	0.08367410997416501	0.044453777640247744	0.05021172599014896	0.06243675460535157	0.0652955054615795	0.04681333224765895	0.042301010537631245	0.0465853624857088	0.05114807252173965	0.05643699178199223	0.06163981744359613	0.043844228763641135	0.048386652253995306	0.047724417304396326	0.04591163358801701	0.04849426335999694	0.06390680798253989	0.04474703640809788
EPI-559_XH-CB	0.045084748914643404	0.10087968152832594	0.04315483115413928	0.0492756430106085	0.06104230333067073	0.06340707077937092	0.04601121840629715	0.0413071488330841	0.04541476475504878	0.04926584689569204	0.05673874772034494	0.0623170935108151	0.042919611691900145	0.0468118415648812	0.04714327103905	0.04500472212013659	0.04810950502934261	0.062299439094484696	0.043812510621164036
EPI-559_XH-CSM	0.046871207163109496	0.07531556149948182	0.045166944286557695	0.050466405827903016	0.060661727917498354	0.06323274758639792	0.04796510078705405	0.043377224738409215	0.048351872018451515	0.05566069019155154	0.05526570475595295	0.05772831569654306	0.04535207055034908	0.05058554144293734	0.04840267053257452	0.047053564313808575	0.048788542510862974	0.0637301639348114	0.04602394424574551
EPI-559_XH-DSW	0.045520350410513014	0.09625554330363535	0.04298340368720633	0.05040981292997621	0.0610083095245995	0.06323863179416107	0.04657871644934006	0.04114312987618816	0.04548602805796866	0.04879985922646256	0.0579682823260083	0.06364098464596549	0.04302701582928885	0.04680681749850903	0.046729288601896374	0.044985093258245346	0.04908192006685949	0.06236115072802887	0.04397566178514728
EPI-559_XH-LHJ	0.045344339616608415	0.09867561980099539	0.04344511774172951	0.04992613314612319	0.06069968539254072	0.06312472022126593	0.046103650841990126	0.04154224722712579	0.04528476935685609	0.04870991571193836	0.05689603133155594	0.06303489096790932	0.0431171819037872	0.046965798446838826	0.04667538570288393	0.04506464373636122	0.04853708585176667	0.06275883639896145	0.04409394660276194
EPI-559_XH-LW	0.045221323072989275	0.09520863328490355	0.0431831539031697	0.04929535316538773	0.06149770632430562	0.063789329416035	0.04606285334225498	0.04131520627252717	0.04606242868861603	0.05202409424494531	0.05657921817893252	0.06216267182143918	0.042901486339962894	0.047551018150734974	0.04677788073264398	0.04515352529035435	0.048274165522988084	0.06285443134933885	0.04408552089847097
EPI-559_XH-LYH-1	0.04525071578415143	0.10137337396425272	0.04230160631940406	0.049496299994489165	0.061035193872478494	0.06319498968572392	0.045876131078777936	0.040676151350136164	0.045241314674113874	0.049716311042647884	0.0570589430794017	0.06280946065349002	0.04296706360192711	0.04707166282593362	0.04679248876682252	0.0448959200863912	0.04835099104888425	0.06251309077791863	0.04337829139305548
EPI-559_XH-LYQ	0.043575500458911856	0.11855795741067406	0.04140192770053383	0.04812267280620756	0.06102403326181002	0.06344922717631818	0.04413354199437161	0.039585032710767326	0.04421371415350953	0.05000793188544197	0.05666078118781369	0.06310072753541124	0.04073015228764042	0.04509404996190567	0.04610005976566996	0.04373453646950478	0.04747469504231718	0.060574040815738944	0.042459417375452016
EPI-559_XH-MCX	0.045333623273439816	0.09984612940840303	0.042049230927174684	0.04945914869907976	0.06168666994029643	0.06381757145772408	0.04573803639637963	0.040605088799700005	0.044941473189099856	0.048939736005167024	0.057217029882651704	0.0639455784347243	0.04306891163431047	0.047193514784283144	0.046620394523968975	0.04477546413174772	0.048271454803370216	0.063463654823299	0.043027288885180315
EPI-559_XH-SAT	0.04499395884778892	0.10351342612662649	0.04264920863686641	0.04925700301807629	0.060860587523460685	0.06326317453722889	0.04574494459304222	0.040890937963792034	0.04540140047418301	0.05028454930117587	0.056723819499856054	0.06190955740953261	0.04262036065199803	0.04679493730094387	0.04690428364936422	0.044826140370210196	0.048009404001782836	0.06185938977568812	0.043492916318383146
EPI-559_XH-SZG	0.045076023582331974	0.10346581263414768	0.04156664433803858	0.04913223578459062	0.06235183665701997	0.06461167242997289	0.0454396170100757	0.04017476946268811	0.044944453288330584	0.04929747532695567	0.05755281972657307	0.06269119934259756	0.04243626331280865	0.04629367733808041	0.04651826544261903	0.04464565259981903	0.04823252321233867	0.06279748843249044	0.042771570078521455
EPI-559_XH-TPX	0.04466747333861507	0.1054562441850285	0.04121262185067382	0.048711938551894256	0.062276679330617514	0.06469144340379908	0.04481493330936885	0.03975893235549294	0.044819962825886156	0.05090770717521343	0.056969418714470525	0.06426645462141133	0.041669443593711115	0.04644248551968257	0.04624082472466669	0.04455839891600503	0.04780974135479392	0.06225724180365137	0.04246805442501805
EPI-559_XH-WYB	0.04625281699213037	0.0889231889549508	0.04422852871197133	0.04996529046340182	0.061155673956900754	0.06368728981322494	0.04728083415631135	0.042442997494906445	0.04619778062716639	0.04869421358234301	0.05688656080277513	0.0611551159935359	0.044275722569213055	0.04801302149895401	0.04765291850756568	0.045686611655958144	0.04863843641901761	0.06388724602889774	0.04497575177077568
EPI-559_XH-YHT	0.04582448747534302	0.08514414120848622	0.04387582657798981	0.049947722864763115	0.060344750300103715	0.06273911305099548	0.04664334885901167	0.04182521069236811	0.04772237403542463	0.05772886846998795	0.055599046244451604	0.059385242834579105	0.04370622905279333	0.049902931165489356	0.047164468806260844	0.04634395888303834	0.04871992988558753	0.062445119428581095	0.044937230164745316
EPI-559_XH-ZRX	0.044852651219016264	0.10231274027437708	0.04287397782984232	0.04917224936571578	0.06073535590756623	0.06303576764380991	0.045563557508116664	0.04116613976727819	0.045684279149574604	0.05190802226058721	0.05625470641491898	0.06163459619351066	0.04249351734499303	0.04717162906358082	0.04682833740643451	0.044984606981958455	0.048078362942631944	0.061529594060554325	0.04371990866553318
EPI-560_XH-CSP	0.04532760834800312	0.09908673430397269	0.04316985677434755	0.04947074012873249	0.06064982507361049	0.06316617923146292	0.046201860458815976	0.04142429677707779	0.045630850994123055	0.05011384217445473	0.056381097899758266	0.061514977143738415	0.04315973401597965	0.047466483560069786	0.04768432796996514	0.045021382749584414	0.04817411155287821	0.0624130636592675	0.04394302718415771
EPI-560_XH-CXY	0.04638600827712817	0.08076278281362284	0.04437005860215803	0.050072162450371924	0.06000274203261829	0.06276410165814705	0.047323035096801115	0.04269807875164868	0.048406525343115875	0.057340478164804344	0.054832107790702064	0.05751737029120943	0.04475248990200341	0.0508884181903469	0.04851881613300401	0.04679894807772622	0.0484300926917127	0.06297251596756737	0.0451632677653116
EPI-560_XH-DGH	0.046360324061884915	0.08287593732535568	0.04435821096960802	0.05026757609501563	0.06028258944148963	0.06296296373305628	0.04720840956619741	0.04242148618535498	0.047697670943669494	0.05540409018944275	0.055373397897542254	0.058836436002102505	0.04450414696481753	0.050034078050469416	0.048241000165270935	0.046489039200363756	0.04864449941316113	0.06311449422453319	0.04492364957066441
EPI-560_XH-GDA	0.04698499292689009	0.07474857777245462	0.044635013659927246	0.050579316828389426	0.06035353115174683	0.06303972634833963	0.047803524184162186	0.04307832999903904	0.04855195376986679	0.05686322613737716	0.05492981989282573	0.05729547542562005	0.04542848631371568	0.05143053591482433	0.04894779253848553	0.04727992061044145	0.048761883912453646	0.06384086690884613	0.04544702570459444
EPI-560_XH-HLZ	0.04632683753932684	0.08416738269075028	0.04355340786455897	0.049831749353895824	0.06060919553108602	0.06330606100783952	0.047015994940516406	0.04215928623217095	0.04779629239556606	0.0564137887336975	0.05457045362711057	0.05704427536311441	0.044825771392195374	0.05063838091725967	0.049118444586464985	0.04668960577590149	0.048149083591068315	0.06334548085136518	0.04443850760611161
EPI-560_XH-HXZ	0.04680716212743299	0.0648772958852767	0.044167813719812	0.04988762311509819	0.06104239188329218	0.06396194717708727	0.04759436956178658	0.042638836584721757	0.05019369207974472	0.06654300015713997	0.05381107288783377	0.05464902830785871	0.04512666877501286	0.05408008907082541	0.04826602001900498	0.04803233418685758	0.04837906449301703	0.06462608766979527	0.04531550229840188
EPI-560_XH-JQM	0.04525618913485756	0.10710949823983626	0.04048030179034622	0.0485519283398177	0.06189616816311312	0.06408477190831897	0.04531670518522557	0.039734001463559536	0.04448070331324403	0.049000626418070674	0.05717005198788161	0.06274723925524618	0.04282704502243074	0.047037932405664507	0.04760271390790196	0.044492054353241085	0.047543721939756055	0.06311790318320633	0.04155044398828189
EPI-560_XH-KFJ	0.04623079126485809	0.07992755643508156	0.042889415908195554	0.049718872065199496	0.061725702025146434	0.06428264008919288	0.0467719204231828	0.04138470268668467	0.047719779253384935	0.05850245405898495	0.05565699174153934	0.05854912221134876	0.0441764559757884	0.051102573264534525	0.047745507922682145	0.04654882479806192	0.04842299432116677	0.06460409116648365	0.044039604388483054
EPI-560_XH-LD	0.04702648032804153	0.0824659881371567	0.044222621701749384	0.05057755970163227	0.060972793188681956	0.06331248378719076	0.047857400764179776	0.04275469185501793	0.04665062252116322	0.04911839643005531	0.056897032249268405	0.06122794723502198	0.04517128113094589	0.049154283278689835	0.048237421412736486	0.04619078326437285	0.04907280857507406	0.06428595254518418	0.04480345189383751
EPI-560_XH-LGZ	0.04555792939484154	0.09959438898959654	0.04271315445281415	0.04929722374610398	0.06089319247684349	0.06339263636098463	0.04619703097968161	0.041277454149406125	0.045671197458688015	0.04936891545461448	0.056685116749260765	0.061865244408038506	0.04326636185011551	0.04726018449051165	0.047749266858475116	0.04514503818881074	0.048351983921822196	0.062207641041829874	0.04350603902756104
EPI-560_XH-LRM	0.044706182659273105	0.10689108631308393	0.042758375356449434	0.049491969731793116	0.05972858241664338	0.062135774229123884	0.04542397181028685	0.04062661324922832	0.04521969049630253	0.05024895278463084	0.05658524279506884	0.06252006637947129	0.04243497143317635	0.04657820984768491	0.04699629879893822	0.04460481530540694	0.04834301492564565	0.06115857740349918	0.04354760406429337
EPI-560_XH-LY	0.0463751609623598	0.08348281277381321	0.04442543557861148	0.04991748810624934	0.06073438738888801	0.06330495409511028	0.047333173338628125	0.042658868488534035	0.047671598406272116	0.05458410983491617	0.05541242234247372	0.0586325869254446	0.04434387908814366	0.04962099907136697	0.048441040098938494	0.0464694380892412	0.04852410952088487	0.06298148905325024	0.04508604683687374
EPI-560_XH-LYH-2	0.044676126889313945	0.10368211361820666	0.042887924577046044	0.04924200284391115	0.060416833937047616	0.06288603082295251	0.04546411419669265	0.040852112601117645	0.04574546781491587	0.051592020034404336	0.056262872067445735	0.06210505874796074	0.04228593613671806	0.04665503000429193	0.04723270855608611	0.044784826467915	0.04838420112120806	0.061129571594825696	0.04371504796794052
EPI-560_XH-MFH	0.0453970768259356	0.09908230744750834	0.04275429795481232	0.04941308485721395	0.06116308655454682	0.06354069570666408	0.04618445814239983	0.04133962021562112	0.045424376896631244	0.04949949207453027	0.05668263412170827	0.06210664578994576	0.04315140375970699	0.04727364314710619	0.04760734099668651	0.04514350536674637	0.04820478032128495	0.06256783385112855	0.04346371596982276
EPI-560_XH-MJJ	0.04474098990845236	0.10711997363634773	0.042310862609353905	0.048821657539211055	0.06086573156354209	0.06332906900580758	0.04542600064396211	0.040646052929111574	0.045117078900642926	0.04992998251792533	0.056597958835453197	0.062132389202529587	0.042189446542224986	0.04638908847584675	0.047208007142764866	0.04453736656130284	0.047824649509821605	0.06159603303891623	0.043217661436783295
EPI-560_XH-QCL	0.04506237165650059	0.09833451867222721	0.041484868345226585	0.048814142433732846	0.06230320365521865	0.06472861169961804	0.04513347608755563	0.04023019314883379	0.04564842298918835	0.053549661245924245	0.05619838611996295	0.06134473957215691	0.042742345632455526	0.04802982982445731	0.04756049874333633	0.04507087051797818	0.04791974330475791	0.0633584982401844	0.04248561811068484
EPI-560_XH-QHF	0.04548179576305008	0.09832296257142525	0.04286562478191949	0.04953116066057017	0.06082490641667252	0.06321006393920449	0.04618492082563121	0.04118616679593896	0.0457497051955851	0.05005945231457163	0.056706935443565094	0.0621616556226482	0.04313394631222509	0.04731747773575447	0.04773078160586409	0.045181849497632105	0.04849437074855748	0.06215420501443363	0.04370201875475103
EPI-560_XH-SSP	0.04588303838686648	0.09464883090750223	0.0452591884286884	0.05225059258888922	0.05543929316194126	0.057709089352187014	0.0465254189751984	0.04179387288660284	0.047810197464619446	0.05382195103394833	0.05617693634101291	0.06307072613427846	0.04370991388325034	0.04774290555880232	0.04665521441558483	0.045736581318859916	0.05084298519347495	0.05831978852893966	0.04660347543935292
EPI-560_XH-SSQ	0.04645887283489884	0.08689975212755818	0.04378390188037096	0.05027821987373502	0.06119315985575838	0.06365954297376182	0.047207458644134954	0.042249265492803	0.046263599647063405	0.049119518808589946	0.05689762626830915	0.06179938886597805	0.04453993394383724	0.04848868345782668	0.04816103848007494	0.0458529614102456	0.04879048585828448	0.06392140593779361	0.0444351836389758
EPI-560_XH-WFJ	0.04464813974573731	0.10279220271084516	0.04249864665185726	0.04887654371065086	0.061432089088704823	0.06376757248673566	0.0453573815863096	0.04069129491442438	0.045545570116718594	0.051885223323035135	0.056396979195240886	0.06198704181846934	0.04212215820459791	0.04684838191779312	0.047163318446484796	0.044681890646461365	0.048046536033704006	0.06190562980194992	0.04335339960028
EPI-560_XH-WK	0.04562910814859755	0.09792755067131256	0.04264629465049946	0.04965643164464407	0.06125856644021593	0.06368135591696475	0.046184847269225095	0.041106228392502706	0.04562430831489269	0.04983439515053855	0.05702679084122127	0.06194291527314535	0.04332334177937362	0.04724577377242266	0.047449077375858406	0.04518089544138187	0.048435681557518616	0.06234897844121248	0.04349745891847244
EPI-560_XH-XBH	0.04726014214285685	0.07319295370513806	0.04403096962224279	0.049924325239887685	0.06114928787861161	0.06405689708901051	0.047988791305752225	0.04289533340142752	0.0484532581733361	0.057132345713663976	0.054952137981046034	0.05640358959861463	0.045756574422245185	0.051987579069169974	0.049498653557433714	0.047351218129254094	0.04826570381840362	0.06491927045880053	0.0447809686931048
EPI-560_XH-XGC	0.046335650553558025	0.08804530012371342	0.04397261901805442	0.05011559598198322	0.06090767334179442	0.06339427320158944	0.047229809958233296	0.042388757439606656	0.04647041781227101	0.05002909698549236	0.05662117627839766	0.06071580120001684	0.044350715902422636	0.04843414419108006	0.048176992819183924	0.0458762062343013	0.048738467209148775	0.06351030877474738	0.044686992974405204
EPI-560_XH-YYC	0.04645294169542325	0.07929583838109988	0.04418672993896009	0.050466520431431766	0.06048625031737682	0.06307514771522457	0.04740674824326231	0.04230382548608273	0.047978935561711115	0.05581933201000471	0.05581496858478447	0.05926162764584804	0.044604706727692296	0.05039211336875163	0.04799346866660564	0.046581818095343834	0.04905813637102748	0.06365303669175605	0.04516785406761339
EPI-560_XH-ZCX	0.04687129881648298	0.06659862263422096	0.045164553951121386	0.050035341516317486	0.06057604908105451	0.06343075808545737	0.047995962252593984	0.04351014088714155	0.050085408073914914	0.06395553232939302	0.05374153316753191	0.05449779013474273	0.04530082363029468	0.05339479139265732	0.04861641870744215	0.04785673721754257	0.048410139861371805	0.06409073834833083	0.04586735991238783
EPI-560_XH-ZSF	0.046204021747490616	0.09171426052370495	0.0429763316928466	0.04983392035061816	0.061634167974841295	0.06407062101532407	0.04681353858279634	0.0417527144817934	0.04587536216887055	0.04912088912049419	0.05720155144880675	0.06128128482475168	0.044034137447287784	0.04784907024780437	0.048060204585354996	0.04554106921258903	0.04861227463529361	0.06360473993603219	0.04381984000329973
EPI-560_XH-ZXL-1	0.04563746940871872	0.09527934700573687	0.04308483526434104	0.04948707053327204	0.06118430994822954	0.06363670602513503	0.04639290466907741	0.04147447159474083	0.04592027886849172	0.050448478866378606	0.05655460418529877	0.06149124220987091	0.0434241862033014	0.04781518087326085	0.04778865734150217	0.04521761855838406	0.048222724764814436	0.06309182221321165	0.043848091466233904
EPI-561_XH-CBZ	0.04604903035282137	0.09450738919485359	0.04285541742805564	0.04992029606405801	0.0609429598768048	0.06357946197368912	0.04646612755442729	0.04129318304619884	0.04599077010884348	0.04934126638430444	0.05710595112483431	0.06335844039111878	0.043634271777839934	0.047396196292571115	0.0471777472556274	0.045360457066440124	0.04873716752253618	0.062418922192864094	0.04386494439211159
EPI-561_XH-CY	0.046567966004377966	0.08448535893144321	0.044128649662670535	0.051116048016923696	0.06092670462843231	0.06340168869072846	0.04772520600244653	0.04221687021813405	0.04679796714972667	0.04897314508298692	0.0580754659723489	0.0629935243879132	0.04426737580960496	0.047818709684144034	0.047242982225887624	0.0458761707812469	0.0498732288484108	0.06266479464995162	0.04484814325262165
EPI-561_XH-CYM	0.046387975129887404	0.08782769472688016	0.04444349977023958	0.050700655978360695	0.060405396835739686	0.06275008749492435	0.04739988384229432	0.042616272355372235	0.04667300096640703	0.04950668272150951	0.056764132672188265	0.061215689292278865	0.044422702224471304	0.04818686901910489	0.04799083298782181	0.045898344405038975	0.049228085791035395	0.06259542884291924	0.044986764943526436
EPI-561_XH-DSX	0.04606544124050916	0.0905109250769533	0.0434758124309286	0.05011510893718061	0.06080334637834988	0.06332207347430151	0.046861425909582144	0.041597890363466526	0.04674126910931225	0.05072477653497867	0.057190877493367445	0.06203648918828607	0.043717669304792255	0.04778408261647437	0.04758405060647431	0.04557875972813227	0.04907938549289703	0.06227374146111022	0.04453687465290342
EPI-561_XH-DTY	0.044581442960282006	0.1011070894015376	0.043988670850892704	0.04980432755516852	0.06082416350679017	0.06357965036186192	0.04567307711731961	0.041395088408051915	0.04542848954319494	0.04905289572682573	0.05687840582801412	0.06441908916661764	0.04202622063960607	0.04619331476681541	0.0462715534253573	0.04453290276150159	0.0482620504304397	0.061631112537113134	0.04435045501260983
EPI-561_XH-FXF	0.0458332529336841	0.0933677851052579	0.04497401192090343	0.05096024243857236	0.05816611717398402	0.06068087292511722	0.0468342431119594	0.04231753735373792	0.04718415251749941	0.051147875617852764	0.056247407866637844	0.06189775082801095	0.043735272452145535	0.04755408547203761	0.04776323266732414	0.04565658905064233	0.04971390734381769	0.06024958775549231	0.045716075465323115
EPI-561_XH-HXC	0.04587802614211864	0.09236487602940778	0.04468136235790601	0.050477642737047114	0.05955753837566475	0.06186845058150008	0.04709625348762038	0.042284642576563905	0.04670729730200056	0.049906496144269424	0.056706783794762315	0.06258840353963813	0.04365307164235622	0.04731744390623595	0.047412771027580396	0.04547376817955389	0.049371007955771394	0.06129134416707128	0.04536282005293178
EPI-561_XH-HXL	0.04470904924128246	0.10699858473854591	0.04208566624725912	0.04916823530862637	0.06108768649427741	0.06345805785627234	0.04534861436963365	0.040458313669633206	0.04507143772836906	0.04980429571130314	0.05674127037284316	0.06266977625527716	0.04217749176966385	0.04622431824334859	0.04720587870467391	0.04447469912733453	0.04815674322758616	0.061321444789242945	0.0428384361448269
EPI-561_XH-JHS	0.045818384315103246	0.09061742022569365	0.04377996111457335	0.05035020239752881	0.060859210922534254	0.06316350273718645	0.046784042087663756	0.04161941308383696	0.04651875373876564	0.049941425695824805	0.057283932898511074	0.06317352262579852	0.04348912391880675	0.047363713303624995	0.047439870935147586	0.04535297890464912	0.04945778568353898	0.06210621678928546	0.04488053862192662
EPI-561_XH-JWL	0.04537240975161333	0.09582626220998139	0.04360044416829668	0.049286557267503806	0.060711488907090896	0.06311953539087219	0.04634878075564479	0.04169550897628759	0.04646613450070747	0.052125801052857974	0.05609771197956818	0.06066173352512279	0.043154736664659916	0.04775179389565864	0.047837426133510684	0.04536071549876538	0.04831950127443859	0.06195756862778278	0.04430588941963696
EPI-561_XH-LHG	0.0463168536353199	0.08770977187434506	0.04582411340548732	0.05117801409009618	0.05783037950604088	0.06034473304084804	0.04751507437591217	0.04283594423189941	0.04773784507510842	0.05100804864040631	0.056708394751016376	0.062268333556545645	0.044189459266021094	0.04787415981661679	0.04774195724706963	0.04595212697614175	0.05005707204892623	0.060391261771082394	0.04651645669111642
EPI-561_XH-LHY	0.04643185572487891	0.08227514434796732	0.044187001369555036	0.05040994176770708	0.06135499958135381	0.06398757584276991	0.047209620545277636	0.04224585100510136	0.047244783520469014	0.05268772567901663	0.056443323656297416	0.061036374381467945	0.044321973398369886	0.04909896293206105	0.047902208348951425	0.0461943711239541	0.049017888078978916	0.06314231705317101	0.044808081642651425
EPI-561_XH-LQZ	0.04610141684557841	0.0864805954433154	0.04397599740066423	0.04974226868734519	0.06154918306483456	0.0639894102860752	0.04715168382365583	0.042403681279928274	0.046851111196966486	0.05157842075730392	0.056468677165523805	0.06058782508719451	0.04396283881093138	0.04863594516829156	0.04790517341198306	0.04593392984801441	0.04851943927908072	0.06353760278850185	0.04462479965481125
EPI-561_XH-LYZ	0.0461284028652661	0.08528491599463389	0.04426311687930438	0.05028046243369511	0.061904283738436615	0.06443889419304348	0.04705832781596187	0.04229316257381674	0.0466178769610466	0.050018122924264996	0.05674400566064111	0.06198814973580514	0.04399762366210333	0.04810858447072684	0.047781311227633766	0.04581350025305945	0.04882196918642233	0.06357228172357703	0.044885007700561155
EPI-561_XH-LZ	0.04572925150294381	0.08923847639628096	0.044247380288342575	0.05065313202072518	0.06094660733963656	0.0636156820800548	0.046525088072978976	0.041649775140035185	0.046484302689494175	0.05039207178754359	0.0568240957150807	0.0634641599525673	0.04351195806809663	0.04762214536291857	0.047314599808315656	0.04541775706458524	0.049092349446722625	0.0624866946735698	0.04478447259010769
EPI-561_XH-SQH	0.04739192661010541	0.06896852398050363	0.04462446489059341	0.049979600197669116	0.0608691898617573	0.06391425601802783	0.0484377156761495	0.04324746595728758	0.049628705244786506	0.058920267887138646	0.05412603010624722	0.054275703239773154	0.046215022177289074	0.05274982982818342	0.050280083026046585	0.047895743197648666	0.048228077775044585	0.06477462467875968	0.04547276964698871
EPI-561_XH-WAX	0.0459825048993004	0.08895612720865383	0.04332950683628291	0.05008708749397195	0.061937460279908006	0.06437961635454897	0.04664882114045836	0.04157256038084438	0.04577768721795853	0.04852984424927866	0.057282051850312654	0.0639823707688142	0.04395202972971205	0.04787320936425086	0.04735444171199055	0.045330359188968807	0.04862496258428843	0.06434336185682377	0.044055996883632646
EPI-561_XH-WJ	0.046447488450786896	0.08431360590120442	0.043952911987879456	0.049594699196286236	0.06128870139699449	0.06402826424512499	0.04739116894522629	0.042411393957426734	0.047497374702030346	0.05333867244550043	0.05597285130786545	0.05917078185208534	0.044364942723357594	0.04938658326862343	0.04840290730277257	0.046231883110628806	0.04830776746552077	0.06317735312778947	0.04472064861289627
EPI-561_XH-WJP	0.04609452516023284	0.09133074670085561	0.04374577716232446	0.049964089388235086	0.06040680188620081	0.06310739333604752	0.04705464619261559	0.0421487115235246	0.046429847517641606	0.05002204792967617	0.05650871349936257	0.06123667137163356	0.04399479099185306	0.04813458674582515	0.04823247061943677	0.04574663993095241	0.048659803540996846	0.06274228783220295	0.044439448670382214
EPI-561_XH-WLM	0.04575794754620915	0.09670550299754642	0.043214538024652895	0.04971307435496302	0.060561659530272614	0.06293452813789474	0.04657637823817126	0.041494685104914074	0.04602442680319789	0.049391639431570426	0.056825720517469085	0.06202803595397866	0.04362993701555894	0.047589741881383034	0.04782298380381121	0.045209219732327936	0.0484092339194578	0.062239257614423116	0.043871489392197836
EPI-561_XH-WX	0.04614483791439181	0.08066737405606836	0.044287478244033666	0.05011021135663756	0.06130585151073389	0.06370424651372626	0.04713732889058333	0.042364395313555986	0.0480599958631659	0.05619278604075283	0.05614959441542852	0.06026936596033874	0.04393778277378157	0.049389110516470866	0.0474352617434224	0.04624466751859562	0.049006166549964675	0.06259920441959312	0.044994340398754815
EPI-561_XH-WXP	0.04529684033416186	0.09657272344196825	0.043004223876919795	0.04936773761280125	0.06152163053959921	0.06387555217260363	0.04612387040831436	0.04112814490164007	0.046080901067556246	0.051087858716388684	0.056861906305633717	0.06208552968057208	0.04284150431978615	0.047146176102750285	0.047373350871846104	0.045073505227095745	0.04848441988074599	0.06219484689990735	0.043879277639708954
EPI-561_XH-XCH	0.04648692472664028	0.08637954248301642	0.045060036615228845	0.05063679128705155	0.060031371567497833	0.06258372829954541	0.04760427841797659	0.042902086823253256	0.04688962097614068	0.04924057417678973	0.05663798633463649	0.06153242400888607	0.04451637140963677	0.04819431700308823	0.04788442611215076	0.045924463619009995	0.04932221787613192	0.06260960785629816	0.04556323040702116
EPI-561_XH-XLY	0.046130602964860885	0.09090411299182934	0.044788737605734145	0.05067833030376079	0.058895390606491925	0.0615766608633619	0.04717058836617063	0.042313102337383376	0.04694109808121501	0.04982867431143112	0.05665018000113265	0.06267509175804709	0.044091976760917036	0.04777484310111628	0.047584589201113095	0.045625687728090975	0.04950420991796339	0.06149219316820601	0.04537392993117447
EPI-561_XH-XXX	0.04629616880038715	0.08533970617465528	0.04329494050078316	0.050052681613391846	0.060624458603925506	0.06337961380497932	0.04683637341317321	0.04135038228623265	0.04767089095822335	0.055302035672344686	0.05627007589540399	0.06112377525966267	0.04397040959312093	0.049349229088996915	0.04740589557950791	0.045956169844353106	0.048981158702601314	0.06247886745280736	0.04431716675544959
EPI-561_XH-ZHY-1	0.04614933281251501	0.09012953526140814	0.04374968009747383	0.050332902670524114	0.06060137961696863	0.06313986159285834	0.04698241011094856	0.04193659773600692	0.04641293615301813	0.05026954492098654	0.05670841578281776	0.06152776579539671	0.04419196891779315	0.048109360755545935	0.0478922997155918	0.04565853569984097	0.04893391913006542	0.06280979565141603	0.044463757578823884
EPI-561_XH-ZSJ	0.04619429694982321	0.08875196319716419	0.044146991316191056	0.05027067061644557	0.06025286751330506	0.06280615801271439	0.04711712446691495	0.04215776673705726	0.047004822147016505	0.05095444468051635	0.05647791680666717	0.06145436891893574	0.043973870655208074	0.04827373531176751	0.04787306757121711	0.04581034884065418	0.04899146260104212	0.062456616032936216	0.04503150762442339
