	bladder	bonemarrow	brain	breast	colonsigmoid	colontransverse	heart	hypothalamus	kidney	liver	lung	lymphnodes	ovary	pancreas	placenta	prostate	skin	stomach	testis
EPI-542_XH-LCP	0.0447236323594077	0.09953073883905975	0.04399565679952905	0.049619694561071716	0.061405778492354415	0.06389286683663337	0.045833948695115125	0.04167521663037872	0.04550523525415791	0.04974770593406587	0.05643519428575844	0.06268223389649724	0.04242495164453798	0.046660990727552885	0.046966432480990215	0.04476739791994237	0.04797980718717598	0.06196934609222943	0.04418317136354208
EPI-542_XH-LPH	0.045005756438215076	0.09367769201652976	0.04404745423847473	0.04985144804193435	0.06257066330041151	0.06542872289598133	0.0458297693319921	0.041732957863334995	0.045462727124863135	0.04900983596412993	0.05652614905620957	0.06362036924353685	0.04274236165534763	0.046862806230306295	0.04693991570209014	0.04505732843965964	0.048098247245565225	0.0632439127585448	0.04429188245287296
EPI-542_XH-LSQ	0.04406055107110112	0.1094007099532743	0.043221572067290596	0.04912342949423388	0.060997586626222976	0.06340241334679873	0.04498011651796579	0.040906160559763	0.04476502893668126	0.049175021064576566	0.05670369090597532	0.06366141144438667	0.04138305038346334	0.04544530844269685	0.046275390408164495	0.04417067736376139	0.047867976250006564	0.060838283904892425	0.04362162125874481
EPI-542_XH-LXG	0.04590500810975034	0.0833767648959933	0.044727942215117354	0.05010616653147635	0.061618538268018656	0.06450268267717905	0.04689677396557042	0.04250740408032996	0.047258883467885995	0.05348264395687142	0.05592542709911129	0.06046145383993397	0.04376311133522132	0.04887406194786064	0.04774631369168468	0.04614705540129135	0.04853106829101293	0.06318712017772093	0.04498158004796999
EPI-542_XH-MQ	0.04555075747675502	0.08914004054562323	0.04457338069502757	0.05047545581646505	0.06175849502112959	0.06433777746264208	0.04650915620430072	0.04221047375126381	0.04599047783161062	0.04941574881289236	0.056867959182666274	0.06329068472779263	0.043292809567326604	0.04724074396008421	0.04699275550825908	0.04538946468913936	0.04882574915573969	0.06330697174694429	0.04483109784433778
EPI-542_XH-RXT	0.04588381807590942	0.0859457763356543	0.045694999804941884	0.0507476135728738	0.060616839669340505	0.06359626527769924	0.04725125896679528	0.04315474549793634	0.04657913565123528	0.04922923299450294	0.05640342206516176	0.062029991053716635	0.04383458960095206	0.04797635646509641	0.047431406136544584	0.045808069567998856	0.04882784487817212	0.06322735592896157	0.045761278456507105
EPI-542_XH-SMZ	0.044370485629223126	0.1041363369506363	0.04313035273172695	0.049352626790412434	0.06170691924287303	0.06441604832022438	0.045140164561733837	0.0410076893695948	0.0447007752680061	0.04910636161636757	0.05648324591518531	0.06392961104371245	0.041887452246084346	0.04623007449065133	0.046893972178673915	0.044508073611760186	0.04762910929815821	0.06213317116438345	0.04323752957059251
EPI-542_XH-SY	0.04557164209816543	0.0880628868932872	0.045054410473403986	0.05089594225395055	0.06073138752450693	0.06335779748396389	0.04652522274415789	0.04244688984254698	0.04655112573360414	0.051053463868072496	0.05651195104573639	0.06312238183229563	0.043429352046042334	0.047738768328269815	0.046834592625051304	0.045638408829379605	0.04901886083112236	0.06213642336472359	0.045318492181719336
EPI-542_XH-TLY	0.045496264746017485	0.09100059943864212	0.04495044462600408	0.050413349098831224	0.06060159234658245	0.06325762264251686	0.04669554218523482	0.04250345422084366	0.04636593242887431	0.05005797401478299	0.05645127709315067	0.06246668362538384	0.04342039341034564	0.04758996865227101	0.047133883001011546	0.04544327201667306	0.04868684620114576	0.06221329988753703	0.04525160036415158
EPI-542_XH-WF	0.04573377394191833	0.08679186875303699	0.04315483611349958	0.049762145731148615	0.0626645215134081	0.06546865638946386	0.04622141620629175	0.04122527837944175	0.04651315417759134	0.053057620111067225	0.05661386697101241	0.062045928206682616	0.04345785045285665	0.048612825565945636	0.04693297644532486	0.04568108171694151	0.04820203599554891	0.06401648075403794	0.043843682574782036
EPI-542_XH-WJY	0.044169025754820415	0.10854515703663767	0.042656045697377985	0.0489889247020507	0.06129061973748097	0.06376852300627986	0.04501614214725102	0.04065818064376725	0.044748616639531995	0.049419268695225504	0.056663150692608924	0.06341151811084894	0.041710416545559084	0.045853709277427115	0.04667335686208231	0.044272551922851656	0.04778639962986635	0.0612235043394945	0.04314488855883764
