sample	true_state	OCR_pseudotime	OCR_score_0	OCR_score_1	gene_counts_pseudotime	gene_counts_score_0	gene_counts_score_1	consensus_peak_pseudotime	consensus_peak_score_0	consensus_peak_score_1	window_pseudotime	window_score_0	window_score_1	y_test
EPI-538_XH-WXC	S00	0.2154978960752487	0.04613339606832533	0.11969161750387947	0.1599543094635009	0.016086156833078694	0.06846850481653244	0.1517674624919891	0.09425264001535108	0.16804517257833582	0.1101667210459709	0.1988086079611227	0.27143406232641315	0
EPI-538_XH-WZY	S10	0.130224272608757	0.08123749346131186	0.048227557492501016	0.2874951958656311	0.06315975421693565	0.17533474879795527	0.2158772200345993	0.058396814315497	0.025806525037935873	0.2911809086799621	0.43899987218507475	0.315244995872722	1
EPI-538_XH-XAN	S01	0.1629216372966766	0.24848966668945718	0.045454944139283734	0.2824694514274597	0.1801650610471272	0.12222741018401767	0.136058047413826	0.11490486914215481	0.1466161963753162	0.1627400815486908	0.36070886509372746	0.3074545897022298	1
EPI-538_XH-XGX	S11	0.6595442891120911	0.7159350907911995	0.49346251971728977	0.4788490533828735	0.7302663385949216	0.761464302869846	0.2640101015567779	0.21089807626214097	0.47522191140606923	0.7495298981666565	0.8419156588769148	0.7051725354514982	2
EPI-538_XH-XJF	S11	0.1780206710100174	0.3220408951611784	0.3616043921104293	0.2465225607156753	0.1447282389646076	0.18140124952743109	0.138197124004364	0.20226124656482747	0.2821748107363966	0.6036073565483093	0.40428408858565323	0.4313394341032467	2
EPI-538_XH-XQP	S11	0.4602711796760559	0.5096129431957823	0.4872598820093125	0.4996723532676697	0.46277988851897456	0.30065652478947086	0.1934615075588226	0.2923599319557721	0.29271924492717355	0.5369452238082886	0.4825037481417554	0.4737374739085893	2
EPI-538_XH-YBZ	S10	0.3174991309642792	0.31356524419710996	0.28762734537722023	0.2652873694896698	0.2685630445447851	0.41223007920283344	0.1701283603906631	0.25518549247362604	0.3034009906752743	0.2260621041059494	0.3630063772836576	0.3177640439147171	1
EPI-538_XH-YJC	S01	0.4534407556056976	0.0	0.0065468466666557925	0.5211613774299622	0.26248926978141657	0.02064881415350035	0.184675857424736	0.15876440173880366	0.07687305437524163	0.4690054059028625	0.0	0.0	1
EPI-538_XH-YJJ	S00	0.3480187058448791	0.13843031954283916	0.1028352465217242	0.3852830231189728	0.16355425155944056	0.10771888052688165	0.2009115666151046	0.06499432770619237	0.06416609314062714	0.1463076025247573	0.0	0.18541479114957934	0
EPI-538_XH-ZCX	S00	0.7405761480331421	0.9989199074272587	1.0	0.7343152761459351	1.0	1.0	0.9743364453315736	1.0	1.0	0.9169437289237976	0.8359191091337508	0.8303633095105258	0
EPI-538_XH-ZGR	S10	0.1871676295995712	0.16420799436663547	0.0	0.2287325263023376	0.09996725883464078	0.05946021426097862	0.3144640922546386	0.10260918159996023	0.10501288051380178	0.1699352711439132	0.2225382278806885	0.1059981794103273	1
EPI-538_XH-ZGW	S00	0.3029857873916626	0.1845768742614978	0.10699860983233614	0.1771024912595749	0.11907036026750095	0.05750595295466056	0.1675399243831634	0.012501565907873947	0.1362690017950877	0.0634408667683601	0.33357471692874335	0.36637211811584847	0
EPI-538_XH-ZGY	S11	0.502373993396759	0.33782560676981527	0.4300271902992031	0.4655480980873108	0.46487191380637705	0.33531571215883255	0.3905499577522278	0.36017316017315903	0.3825051617343465	0.7212198376655579	0.6277426654653255	0.5406807190175638	2
EPI-538_XH-ZXL	S11	0.4182228446006775	0.2577551856403389	0.15173975641074808	0.0602685995399951	0.270638070198973	0.09107330028213728	0.1792009025812149	0.13095508948268605	0.10891502276175886	0.289172351360321	0.3637928978912282	0.06958410087867473	2
EPI-538_XH-ZYY	S00	0.2318209558725357	0.33061548215053627	0.251433520814832	0.1698860824108123	0.06812282613563497	0.10075202525554491	0.2138643264770507	0.16857515856533098	0.17838953888505016	0.1434666812419891	0.2151818158923338	0.20647881708818885	0
EPI-559_XH-CB	S11	0.3892619013786316	0.28954446821617724	0.23787852299664047	0.310572475194931	0.10324418575112213	0.10642182874317208	0.4922877550125122	0.018611015639816278	0.14315268097969067	0.5113328695297241	0.27483826272929424	0.27277359570193704	2
EPI-559_XH-CSM	S11	0.7584412097930908	0.5427334192162577	0.5801393050313198	0.5420932769775391	0.5261934989867593	0.4548328717337591	0.5599293112754822	0.25237937691322726	0.20840136570561316	0.8429304361343384	0.6764710380401617	0.6551064538787073	2
EPI-559_XH-DSW	S00	0.1527636051177978	0.2494299984271946	0.3069853303950264	0.1500502675771713	0.06721700577706813	0.08515177565155078	0.0	0.183547468826788	0.12041752695570981	0.0776614099740982	0.09893427616619492	0.22311235702030155	0
EPI-559_XH-LHJ	S10	0.1627547740936279	0.2761287887251463	0.19168222208436914	0.1722511798143386	0.2805761841115518	0.1619460540148741	0.1853552758693695	0.13114631265144247	0.06913347474271617	0.2281600683927536	0.2002202989439791	0.2093570215019189	1
EPI-559_XH-LW	S10	0.2273230403661728	0.3079569290475678	0.3341440843769347	0.2870588898658752	0.18229104678982916	0.23834690617424506	0.1657557934522628	0.004712178105590377	0.24995860738617626	0.2573858201503753	0.28811846518961937	0.35877602728267705	1
EPI-559_XH-LYH-1	S01	0.2398348450660705	0.21942335572709945	0.10722982381124722	0.1436103284358978	0.1174659855804656	0.1355982026290937	0.1611268520355224	0.2472126743313208	0.21825418674007951	0.1296763718128204	0.3254483358812469	0.2215934829926805	1
EPI-559_XH-LYQ	S11	0.4006275534629822	0.29976348156923344	0.30811945808872054	0.3501694202423095	0.10331845526877625	0.211921521120093	0.4351775050163269	0.11821196042136609	0.15273709452356418	0.4954746067523956	0.39358021655959124	0.36360020809056487	2
EPI-559_XH-MCX	S10	0.1702166497707367	0.198698807988272	0.20280071045620487	0.1103606298565864	0.2301230801056279	0.08071269636181941	0.2049713283777237	0.07421644355345626	0.2057972011929213	0.148524984717369	0.263215668234855	0.2326703968237459	1
EPI-559_XH-SAT	S11	0.3119227290153503	0.30844080520123784	0.2646910158871242	0.4755643904209137	0.08033766737822641	0.22465341778656636	0.3898083567619324	0.21169447258416518	0.303581744447424	0.5482061505317688	0.371960113150188	0.3854348620492108	2
EPI-559_XH-SZG	S10	0.4833349287509918	0.24980612270315605	0.22709381749608054	0.2240397185087204	0.14927135602418296	0.14413519872516234	0.153290182352066	0.09067737222455229	0.1190089470061829	0.4118348062038421	0.5642954545341806	0.4845354899224785	1
